sensor_id,sensor_name,sensor_latitude,sensor_longitude,area_type,measurement_timestamp,pollutant,pollutant_value,pollutant_unit,date,hour,is_weekend,season,timestamp_rounded,weather_timestamp,temperature_c,humidity_percent,pressure_hpa,wind_speed_ms,wind_direction_deg,precipitation_mm,weather_condition,visibility_km,road_edges,road_length_km,industrial_area,commercial_area,residential_area,green_space,water_body,educational,medical,transportation,building_density,aqi,pollution_category,traffic_influence,month,day_of_week,is_rush_hour,pollution_source
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 04:00:00,SO2,-0.2460143410111663,μg/m³,2025-08-27,4.0,0.0,Summer,2025-08-27 04:00:00,2025-08-27 04:00:00,-0.4848441636820556,1.2923097283295304,-1.389685926141942,1.2038937924386668,195.0,3.5068731426992605,Fog,0.0975171324104046,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Low,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 04:00:00,O3,-0.2351431297501764,μg/m³,2025-08-27,4.0,0.0,Summer,2025-08-27 04:00:00,2025-08-27 04:00:00,-0.4848441636820556,1.2923097283295304,-1.389685926141942,1.2038937924386668,195.0,3.5068731426992605,Fog,0.0975171324104046,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Low,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 08:00:00,PM2.5,1.1842844811104274,μg/m³,2025-08-27,8.0,0.0,Summer,2025-08-27 08:00:00,2025-08-27 08:00:00,-1.1002336755739206,0.6862765079231508,0.8517429869902061,-0.7396118814533511,14.0,1.0478269187574338,Fog,1.0249794876248206,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200.0,Unhealthy,High,8.0,2.0,1.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 08:00:00,PM10,4.425962152529396,μg/m³,2025-08-27,8.0,0.0,Summer,2025-08-27 08:00:00,2025-08-27 08:00:00,-1.1002336755739206,0.6862765079231508,0.8517429869902061,-0.7396118814533511,14.0,1.0478269187574338,Fog,1.0249794876248206,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,150.0,Unhealthy for Sensitive Groups,High,8.0,2.0,1.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 08:00:00,NO2,1.2671407399104044,μg/m³,2025-08-27,8.0,0.0,Summer,2025-08-27 08:00:00,2025-08-27 08:00:00,-1.1002336755739206,0.6862765079231508,0.8517429869902061,-0.7396118814533511,14.0,1.0478269187574338,Fog,1.0249794876248206,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100.0,Moderate,High,8.0,2.0,1.0,Vehicular
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 08:00:00,CO,-1.0328549830903833,mg/m³,2025-08-27,8.0,0.0,Summer,2025-08-27 08:00:00,2025-08-27 08:00:00,-1.1002336755739206,0.6862765079231508,0.8517429869902061,-0.7396118814533511,14.0,1.0478269187574338,Fog,1.0249794876248206,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,High,8.0,2.0,1.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 08:00:00,SO2,0.321345360204281,μg/m³,2025-08-27,8.0,0.0,Summer,2025-08-27 08:00:00,2025-08-27 08:00:00,-1.1002336755739206,0.6862765079231508,0.8517429869902061,-0.7396118814533511,14.0,1.0478269187574338,Fog,1.0249794876248206,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100.0,Moderate,High,8.0,2.0,1.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 08:00:00,O3,-0.0673738965062508,μg/m³,2025-08-27,8.0,0.0,Summer,2025-08-27 08:00:00,2025-08-27 08:00:00,-1.1002336755739206,0.6862765079231508,0.8517429869902061,-0.7396118814533511,14.0,1.0478269187574338,Fog,1.0249794876248206,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,High,8.0,2.0,1.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 12:00:00,PM2.5,0.6374919363346907,μg/m³,2025-08-27,12.0,0.0,Summer,2025-08-27 12:00:00,2025-08-27 12:00:00,-0.0152047993435274,1.1913041915951337,-0.4931143608890828,-1.468426509162858,144.0,0.3101130515748858,Fog,-0.2803379011954683,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200.0,Unhealthy,Low,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 12:00:00,PM10,1.9993315091641048,μg/m³,2025-08-27,12.0,0.0,Summer,2025-08-27 12:00:00,2025-08-27 12:00:00,-0.0152047993435274,1.1913041915951337,-0.4931143608890828,-1.468426509162858,144.0,0.3101130515748858,Fog,-0.2803379011954683,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100.0,Moderate,Low,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 12:00:00,NO2,0.2026434858950937,μg/m³,2025-08-27,12.0,0.0,Summer,2025-08-27 12:00:00,2025-08-27 12:00:00,-0.0152047993435274,1.1913041915951337,-0.4931143608890828,-1.468426509162858,144.0,0.3101130515748858,Fog,-0.2803379011954683,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Low,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 12:00:00,CO,-1.0951440854506498,mg/m³,2025-08-27,12.0,0.0,Summer,2025-08-27 12:00:00,2025-08-27 12:00:00,-0.0152047993435274,1.1913041915951337,-0.4931143608890828,-1.468426509162858,144.0,0.3101130515748858,Fog,-0.2803379011954683,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Low,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 12:00:00,SO2,-0.237787478435282,μg/m³,2025-08-27,12.0,0.0,Summer,2025-08-27 12:00:00,2025-08-27 12:00:00,-0.0152047993435274,1.1913041915951337,-0.4931143608890828,-1.468426509162858,144.0,0.3101130515748858,Fog,-0.2803379011954683,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Low,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 12:00:00,O3,-0.4919387687259925,μg/m³,2025-08-27,12.0,0.0,Summer,2025-08-27 12:00:00,2025-08-27 12:00:00,-0.0152047993435274,1.1913041915951337,-0.4931143608890828,-1.468426509162858,144.0,0.3101130515748858,Fog,-0.2803379011954683,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Low,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 16:00:00,PM2.5,1.245692133908992,μg/m³,2025-08-27,16.0,0.0,Summer,2025-08-27 16:00:00,2025-08-27 16:00:00,0.8269071642979717,-0.7278010063584013,-0.9414001435155124,-0.9825500906898534,266.0,-1.16531468279021,Partly Cloudy,0.2005685052120066,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200.0,Unhealthy,Medium,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 16:00:00,PM10,0.6554147440892957,μg/m³,2025-08-27,16.0,0.0,Summer,2025-08-27 16:00:00,2025-08-27 16:00:00,0.8269071642979717,-0.7278010063584013,-0.9414001435155124,-0.9825500906898534,266.0,-1.16531468279021,Partly Cloudy,0.2005685052120066,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100.0,Moderate,Medium,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 16:00:00,NO2,-0.3935102343359485,μg/m³,2025-08-27,16.0,0.0,Summer,2025-08-27 16:00:00,2025-08-27 16:00:00,0.8269071642979717,-0.7278010063584013,-0.9414001435155124,-0.9825500906898534,266.0,-1.16531468279021,Partly Cloudy,0.2005685052120066,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Medium,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 16:00:00,CO,-1.0722263968464008,mg/m³,2025-08-27,16.0,0.0,Summer,2025-08-27 16:00:00,2025-08-27 16:00:00,0.8269071642979717,-0.7278010063584013,-0.9414001435155124,-0.9825500906898534,266.0,-1.16531468279021,Partly Cloudy,0.2005685052120066,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Medium,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 16:00:00,SO2,-0.688502020985513,μg/m³,2025-08-27,16.0,0.0,Summer,2025-08-27 16:00:00,2025-08-27 16:00:00,0.8269071642979717,-0.7278010063584013,-0.9414001435155124,-0.9825500906898534,266.0,-1.16531468279021,Partly Cloudy,0.2005685052120066,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Medium,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 16:00:00,O3,-0.601826147418161,μg/m³,2025-08-27,16.0,0.0,Summer,2025-08-27 16:00:00,2025-08-27 16:00:00,0.8269071642979717,-0.7278010063584013,-0.9414001435155124,-0.9825500906898534,266.0,-1.16531468279021,Partly Cloudy,0.2005685052120066,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Medium,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 20:00:00,PM2.5,0.6939047082836114,μg/m³,2025-08-27,20.0,0.0,Summer,2025-08-27 20:00:00,2025-08-27 20:00:00,1.6852135887787312,0.6862765079231508,1.3000287696166355,0.394099761650326,284.0,-0.4276008156076621,Fog,-0.3490388163965359,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200.0,Unhealthy,Medium,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 20:00:00,PM10,3.006240725148226,μg/m³,2025-08-27,20.0,0.0,Summer,2025-08-27 20:00:00,2025-08-27 20:00:00,1.6852135887787312,0.6862765079231508,1.3000287696166355,0.394099761650326,284.0,-0.4276008156076621,Fog,-0.3490388163965359,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100.0,Moderate,Medium,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 20:00:00,NO2,0.7132965986410528,μg/m³,2025-08-27,20.0,0.0,Summer,2025-08-27 20:00:00,2025-08-27 20:00:00,1.6852135887787312,0.6862765079231508,1.3000287696166355,0.394099761650326,284.0,-0.4276008156076621,Fog,-0.3490388163965359,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100.0,Moderate,Medium,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 20:00:00,CO,-1.0819223420251216,mg/m³,2025-08-27,20.0,0.0,Summer,2025-08-27 20:00:00,2025-08-27 20:00:00,1.6852135887787312,0.6862765079231508,1.3000287696166355,0.394099761650326,284.0,-0.4276008156076621,Fog,-0.3490388163965359,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Medium,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 20:00:00,SO2,-0.6758679106011194,μg/m³,2025-08-27,20.0,0.0,Summer,2025-08-27 20:00:00,2025-08-27 20:00:00,1.6852135887787312,0.6862765079231508,1.3000287696166355,0.394099761650326,284.0,-0.4276008156076621,Fog,-0.3490388163965359,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Medium,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 20:00:00,O3,-0.1381836779629689,μg/m³,2025-08-27,20.0,0.0,Summer,2025-08-27 20:00:00,2025-08-27 20:00:00,1.6852135887787312,0.6862765079231508,1.3000287696166355,0.394099761650326,284.0,-0.4276008156076621,Fog,-0.3490388163965359,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Medium,8.0,2.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 00:00:00,PM2.5,-0.0670800799856834,μg/m³,2025-08-28,0.0,0.0,Summer,2025-08-28 00:00:00,2025-08-28 00:00:00,-1.7804010308228235,-0.6267954696240048,1.5241716609298506,-1.468426509162858,180.0,0.0642084291807031,Light Rain,1.7119886396354989,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,150.0,Unhealthy for Sensitive Groups,Low,8.0,3.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 00:00:00,PM10,1.648514583606754,μg/m³,2025-08-28,0.0,0.0,Summer,2025-08-28 00:00:00,2025-08-28 00:00:00,-1.7804010308228235,-0.6267954696240048,1.5241716609298506,-1.468426509162858,180.0,0.0642084291807031,Light Rain,1.7119886396354989,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100.0,Moderate,Low,8.0,3.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 00:00:00,NO2,-0.1096834754679413,μg/m³,2025-08-28,0.0,0.0,Summer,2025-08-28 00:00:00,2025-08-28 00:00:00,-1.7804010308228235,-0.6267954696240048,1.5241716609298506,-1.468426509162858,180.0,0.0642084291807031,Light Rain,1.7119886396354989,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Low,8.0,3.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 00:00:00,CO,-1.1180617740548988,mg/m³,2025-08-28,0.0,0.0,Summer,2025-08-28 00:00:00,2025-08-28 00:00:00,-1.7804010308228235,-0.6267954696240048,1.5241716609298506,-1.468426509162858,180.0,0.0642084291807031,Light Rain,1.7119886396354989,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Low,8.0,3.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 00:00:00,SO2,-0.7695953806620867,μg/m³,2025-08-28,0.0,0.0,Summer,2025-08-28 00:00:00,2025-08-28 00:00:00,-1.7804010308228235,-0.6267954696240048,1.5241716609298506,-1.468426509162858,180.0,0.0642084291807031,Light Rain,1.7119886396354989,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Low,8.0,3.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 00:00:00,O3,-0.67146066279261,μg/m³,2025-08-28,0.0,0.0,Summer,2025-08-28 00:00:00,2025-08-28 00:00:00,-1.7804010308228235,-0.6267954696240048,1.5241716609298506,-1.468426509162858,180.0,0.0642084291807031,Light Rain,1.7119886396354989,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Low,8.0,3.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 04:00:00,PM2.5,1.4974928920351642,μg/m³,2025-08-28,4.0,0.0,Summer,2025-08-28 04:00:00,2025-08-28 04:00:00,-1.5212896573946704,-0.1217677859520218,-0.0448285782626531,-0.0107972537438444,25.0,1.5396361635457994,Fog,1.2997831484290916,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200.0,Unhealthy,Low,8.0,3.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 04:00:00,PM10,1.3344247231203157,μg/m³,2025-08-28,4.0,0.0,Summer,2025-08-28 04:00:00,2025-08-28 04:00:00,-1.5212896573946704,-0.1217677859520218,-0.0448285782626531,-0.0107972537438444,25.0,1.5396361635457994,Fog,1.2997831484290916,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100.0,Moderate,Low,8.0,3.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 04:00:00,NO2,0.2082259997858722,μg/m³,2025-08-28,4.0,0.0,Summer,2025-08-28 04:00:00,2025-08-28 04:00:00,-1.5212896573946704,-0.1217677859520218,-0.0448285782626531,-0.0107972537438444,25.0,1.5396361635457994,Fog,1.2997831484290916,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Low,8.0,3.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 04:00:00,CO,-1.0854481402719292,mg/m³,2025-08-28,4.0,0.0,Summer,2025-08-28 04:00:00,2025-08-28 04:00:00,-1.5212896573946704,-0.1217677859520218,-0.0448285782626531,-0.0107972537438444,25.0,1.5396361635457994,Fog,1.2997831484290916,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Low,8.0,3.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 04:00:00,SO2,-0.7563736372365583,μg/m³,2025-08-28,4.0,0.0,Summer,2025-08-28 04:00:00,2025-08-28 04:00:00,-1.5212896573946704,-0.1217677859520218,-0.0448285782626531,-0.0107972537438444,25.0,1.5396361635457994,Fog,1.2997831484290916,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Low,8.0,3.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 04:00:00,O3,-0.2136945237487638,μg/m³,2025-08-28,4.0,0.0,Summer,2025-08-28 04:00:00,2025-08-28 04:00:00,-1.5212896573946704,-0.1217677859520218,-0.0448285782626531,-0.0107972537438444,25.0,1.5396361635457994,Fog,1.2997831484290916,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,Low,8.0,3.0,0.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 08:00:00,PM2.5,0.8123127660722312,μg/m³,2025-08-28,8.0,0.0,Summer,2025-08-28 08:00:00,2025-08-28 08:00:00,-1.3107616664842956,-0.6267954696240048,0.8517429869902061,1.5278114047540037,299.0,-1.16531468279021,Fog,1.5058858940322957,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200.0,Unhealthy,High,8.0,3.0,1.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 08:00:00,PM10,1.2336456565657328,μg/m³,2025-08-28,8.0,0.0,Summer,2025-08-28 08:00:00,2025-08-28 08:00:00,-1.3107616664842956,-0.6267954696240048,0.8517429869902061,1.5278114047540037,299.0,-1.16531468279021,Fog,1.5058858940322957,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100.0,Moderate,High,8.0,3.0,1.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 08:00:00,NO2,0.3730570678241249,μg/m³,2025-08-28,8.0,0.0,Summer,2025-08-28 08:00:00,2025-08-28 08:00:00,-1.3107616664842956,-0.6267954696240048,0.8517429869902061,1.5278114047540037,299.0,-1.16531468279021,Fog,1.5058858940322957,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,High,8.0,3.0,1.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 08:00:00,CO,-1.1039585810676686,mg/m³,2025-08-28,8.0,0.0,Summer,2025-08-28 08:00:00,2025-08-28 08:00:00,-1.3107616664842956,-0.6267954696240048,0.8517429869902061,1.5278114047540037,299.0,-1.16531468279021,Fog,1.5058858940322957,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,High,8.0,3.0,1.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 08:00:00,SO2,-0.3888091700068719,μg/m³,2025-08-28,8.0,0.0,Summer,2025-08-28 08:00:00,2025-08-28 08:00:00,-1.3107616664842956,-0.6267954696240048,0.8517429869902061,1.5278114047540037,299.0,-1.16531468279021,Fog,1.5058858940322957,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,High,8.0,3.0,1.0,Natural
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 08:00:00,O3,0.3433815992468281,μg/m³,2025-08-28,8.0,0.0,Summer,2025-08-28 08:00:00,2025-08-28 08:00:00,-1.3107616664842956,-0.6267954696240048,0.8517429869902061,1.5278114047540037,299.0,-1.16531468279021,Fog,1.5058858940322957,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50.0,Good,High,8.0,3.0,1.0,Natural
