sensor_id,sensor_name,sensor_latitude,sensor_longitude,area_type,measurement_timestamp,pollutant,pollutant_value,pollutant_unit,date,hour,is_weekend,season,timestamp_rounded,weather_timestamp,temperature_c,humidity_percent,pressure_hpa,wind_speed_ms,wind_direction_deg,precipitation_mm,weather_condition,visibility_km,road_edges,road_length_km,industrial_area,commercial_area,residential_area,green_space,water_body,educational,medical,transportation,building_density,aqi,pollution_category,traffic_influence,month,day_of_week,is_rush_hour,PM2.5,PM10,NO2,CO,SO2,O3
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 20:00:00,PM10,141.55,μg/m³,2025-08-27,20,False,Summer,2025-08-27 20:00:00,2025-08-27 20:00:00,37.2,85,1018,3.5,284,0.3,Fog,8.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,Medium,8,2,0,42.4,54.05,74.48,5.95,57.09,75.27
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 20:00:00,NO2,63.51,μg/m³,2025-08-27,20,False,Summer,2025-08-27 20:00:00,2025-08-27 20:00:00,37.2,85,1018,3.5,284,0.3,Fog,8.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,Medium,8,2,0,22.36,121.75,74.74,6.26,7.72,116.57
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 20:00:00,CO,2.41,mg/m³,2025-08-27,20,False,Summer,2025-08-27 20:00:00,2025-08-27 20:00:00,37.2,85,1018,3.5,284,0.3,Fog,8.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,2,0,190.29,91.52,15.01,1.77,71.81,86.02
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 20:00:00,SO2,16.23,μg/m³,2025-08-27,20,False,Summer,2025-08-27 20:00:00,2025-08-27 20:00:00,37.2,85,1018,3.5,284,0.3,Fog,8.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,2,0,193.47,161.87,30.73,2.84,40.01,35.35
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 20:00:00,O3,34.53,μg/m³,2025-08-27,20,False,Summer,2025-08-27 20:00:00,2025-08-27 20:00:00,37.2,85,1018,3.5,284,0.3,Fog,8.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,2,0,163.6,290.59,11.35,2.94,52.87,47.66
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 00:00:00,PM2.5,36.95,μg/m³,2025-08-28,0,False,Summer,2025-08-28 00:00:00,2025-08-28 00:00:00,15.8,72,1019,1.2,180,0.5,Light Rain,14.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,150,Unhealthy for Sensitive Groups,Low,8,3,0,67.88,180.99,5.82,6.06,70.8,89.49
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 00:00:00,PM10,95.34,μg/m³,2025-08-28,0,False,Summer,2025-08-28 00:00:00,2025-08-28 00:00:00,15.8,72,1019,1.2,180,0.5,Light Rain,14.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,Low,8,3,0,28.56,269.18,20.04,9.73,70.73,106.99
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 00:00:00,NO2,35.5,μg/m³,2025-08-28,0,False,Summer,2025-08-28 00:00:00,2025-08-28 00:00:00,15.8,72,1019,1.2,180,0.5,Light Rain,14.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0,140.0,202.25,88.65,9.55,33.88,81.14
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 00:00:00,CO,1.18,mg/m³,2025-08-28,0,False,Summer,2025-08-28 00:00:00,2025-08-28 00:00:00,15.8,72,1019,1.2,180,0.5,Light Rain,14.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0,93.63,153.07,27.79,2.35,20.54,96.83
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 00:00:00,SO2,13.04,μg/m³,2025-08-28,0,False,Summer,2025-08-28 00:00:00,2025-08-28 00:00:00,15.8,72,1019,1.2,180,0.5,Light Rain,14.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0,33.19,259.29,97.16,3.12,22.08,120.51
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 00:00:00,O3,16.38,μg/m³,2025-08-28,0,False,Summer,2025-08-28 00:00:00,2025-08-28 00:00:00,15.8,72,1019,1.2,180,0.5,Light Rain,14.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0,104.08,151.98,61.74,0.46,61.74,86.35
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 04:00:00,PM2.5,90.2,μg/m³,2025-08-28,4,False,Summer,2025-08-28 04:00:00,2025-08-28 04:00:00,17.4,77,1012,3.0,25,1.1,Fog,13.7,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,Low,8,3,0,16.53,263.22,27.54,4.05,74.5,146.81
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 04:00:00,PM10,84.65,μg/m³,2025-08-28,4,False,Summer,2025-08-28 04:00:00,2025-08-28 04:00:00,17.4,77,1012,3.0,25,1.1,Fog,13.7,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,Low,8,3,0,182.77,101.64,52.23,8.36,7.63,42.98
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 04:00:00,NO2,46.32,μg/m³,2025-08-28,4,False,Summer,2025-08-28 04:00:00,2025-08-28 04:00:00,17.4,77,1012,3.0,25,1.1,Fog,13.7,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0,59.17,56.07,25.81,9.17,3.17,138.76
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 04:00:00,CO,2.29,mg/m³,2025-08-28,4,False,Summer,2025-08-28 04:00:00,2025-08-28 04:00:00,17.4,77,1012,3.0,25,1.1,Fog,13.7,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0,135.88,259.49,98.48,2.44,66.19,44.67
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 04:00:00,SO2,13.49,μg/m³,2025-08-28,4,False,Summer,2025-08-28 04:00:00,2025-08-28 04:00:00,17.4,77,1012,3.0,25,1.1,Fog,13.7,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0,69.23,184.48,85.49,2.73,32.16,84.43
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 04:00:00,O3,31.96,μg/m³,2025-08-28,4,False,Summer,2025-08-28 04:00:00,2025-08-28 04:00:00,17.4,77,1012,3.0,25,1.1,Fog,13.7,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0,108.81,268.95,7.49,2.29,23.56,73.83
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 08:00:00,PM2.5,66.88,μg/m³,2025-08-28,8,False,Summer,2025-08-28 08:00:00,2025-08-28 08:00:00,18.7,72,1016,4.9,299,0.0,Fog,14.3,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,High,8,3,1,113.87,282.59,95.04,3.57,16.69,62.2
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 08:00:00,PM10,81.22,μg/m³,2025-08-28,8,False,Summer,2025-08-28 08:00:00,2025-08-28 08:00:00,18.7,72,1016,4.9,299,0.0,Fog,14.3,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,High,8,3,1,45.12,35.02,73.5,8.07,29.03,144.78
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 08:00:00,NO2,51.93,μg/m³,2025-08-28,8,False,Summer,2025-08-28 08:00:00,2025-08-28 08:00:00,18.7,72,1016,4.9,299,0.0,Fog,14.3,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,High,8,3,1,194.22,160.27,12.83,6.5,77.77,48.12
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 08:00:00,CO,1.66,mg/m³,2025-08-28,8,False,Summer,2025-08-28 08:00:00,2025-08-28 08:00:00,18.7,72,1016,4.9,299,0.0,Fog,14.3,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,High,8,3,1,157.28,124.99,68.71,7.88,78.21,104.48
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 08:00:00,SO2,26.0,μg/m³,2025-08-28,8,False,Summer,2025-08-28 08:00:00,2025-08-28 08:00:00,18.7,72,1016,4.9,299,0.0,Fog,14.3,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,High,8,3,1,188.5,195.24,66.46,5.87,27.86,122.57
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 08:00:00,O3,50.92,μg/m³,2025-08-28,8,False,Summer,2025-08-28 08:00:00,2025-08-28 08:00:00,18.7,72,1016,4.9,299,0.0,Fog,14.3,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,High,8,3,1,180.02,242.21,25.78,2.65,77.17,37.58
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 12:00:00,PM2.5,92.87,μg/m³,2025-08-28,12,False,Summer,2025-08-28 12:00:00,2025-08-28 12:00:00,27.8,67,1007,3.3,122,1.0,Cloudy,14.4,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,Low,8,3,0,123.6,98.57,77.05,2.36,25.39,146.24
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 12:00:00,PM10,149.64,μg/m³,2025-08-28,12,False,Summer,2025-08-28 12:00:00,2025-08-28 12:00:00,27.8,67,1007,3.3,122,1.0,Cloudy,14.4,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,Low,8,3,0,185.16,175.9,13.27,0.19,68.65,86.53
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 12:00:00,NO2,34.94,μg/m³,2025-08-28,12,False,Summer,2025-08-28 12:00:00,2025-08-28 12:00:00,27.8,67,1007,3.3,122,1.0,Cloudy,14.4,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0,26.81,218.44,51.5,7.83,18.54,138.03
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 12:00:00,CO,2.33,mg/m³,2025-08-28,12,False,Summer,2025-08-28 12:00:00,2025-08-28 12:00:00,27.8,67,1007,3.3,122,1.0,Cloudy,14.4,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0,47.24,57.64,5.94,8.49,66.47,102.94
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 12:00:00,SO2,13.46,μg/m³,2025-08-28,12,False,Summer,2025-08-28 12:00:00,2025-08-28 12:00:00,27.8,67,1007,3.3,122,1.0,Cloudy,14.4,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0,18.59,247.94,97.03,7.71,29.59,100.92
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 12:00:00,O3,37.45,μg/m³,2025-08-28,12,False,Summer,2025-08-28 12:00:00,2025-08-28 12:00:00,27.8,67,1007,3.3,122,1.0,Cloudy,14.4,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,3,0,71.81,189.71,76.4,0.84,17.27,58.38
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 16:00:00,PM2.5,83.57,μg/m³,2025-08-28,16,False,Summer,2025-08-28 16:00:00,2025-08-28 16:00:00,30.5,79,1010,3.5,91,0.4,Clear,13.2,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,Medium,8,3,0,83.85,285.87,20.09,7.65,74.91,117.88
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 16:00:00,PM10,119.69,μg/m³,2025-08-28,16,False,Summer,2025-08-28 16:00:00,2025-08-28 16:00:00,30.5,79,1010,3.5,91,0.4,Clear,13.2,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,Medium,8,3,0,61.56,115.07,37.46,0.55,18.71,14.17
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-28 16:00:00,NO2,43.87,μg/m³,2025-08-28,16,False,Summer,2025-08-28 16:00:00,2025-08-28 16:00:00,30.5,79,1010,3.5,91,0.4,Clear,13.2,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,3,0,167.46,50.28,20.25,1.15,79.36,87.81
